,word,lang,pre_eng,pre_esp,pre_cat,pre_ita,pre_fra,pre_por,pre_ale,pre_sue,pre_pol,pre_rus,suf_eng,suf_esp,suf_cat,suf_ita,suf_fra,suf_por,suf_ale,suf_sue,suf_pol,suf_rus,en_zipf,es_zipf,ca_zipf,it_zipf,fr_zipf,pt_zipf,de_zipf,sv_zipf,pl_zipf,ru_zipf
5011,wysoki,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0
5012,taki,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,2.47,1.68,2.18,2.29,2.33,2.2,2.31,5.75,1.24
5013,śledzić,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0
5014,akt,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,1.82,0.0,1.7,1.7,1.38,4.16,4.04,4.62,0.0
5015,zapytać się,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0
5016,mężczyźni,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0
5017,zmiana,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,0.0
5018,światło,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0
5019,uprzejmy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0
5020,wyłączony,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0
5021,potrzebować,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0
5022,dom,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.61,3.57,3.81,3.94,4.69,4.18,5.97,5.21,2.73
5023,obrazek,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0
5024,próbować,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0
5025,nas,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.53,3.27,4.3,3.42,3.25,6.07,3.35,3.09,5.99,2.75
5026,ponownie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0
5027,zwierzę,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0
5028,punkt,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1.04,1.04,1.35,1.6,0.0,5.0,4.75,4.85,1.5
5029,matka,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.0,0.0,1.25,0.0,0.0,1.39,1.32,5.01,0.0
5030,świat,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,5.4,0.0
5031,blisko,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,5.01,0.0
5032,budować,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.0
5033,samego siebie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0
5034,ziemia,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0
5035,ojciec,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,0.0
5036,każdy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0
5037,nowy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.84,1.24,1.2,1.23,1.41,1.27,2.09,1.64,5.48,1.55
5038,praca,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.05,0.0,1.17,0.0,2.21,1.43,0.0,5.15,0.0
5039,część,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0.0
5040,brać,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0
5041,dostawać,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0
5042,miejsce,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,0.0
5043,zrobiony,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0
5044,relacja na żywo,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0
5045,gdzie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0
5046,po,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,4.19,3.61,5.75,4.09,3.86,4.0,3.71,6.65,2.94
5047,plecy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0
5048,mały,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0
5049,tylko,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.0,0.0,1.05,0.0,0.0,1.4,0.0,6.47,0.0
5050,okrągły,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0
5051,facet,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,1.16,1.29,1.22,1.26,1.13,1.4,2.0,4.84,0.0
5052,rok,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,2.4,2.07,2.11,2.2,2.12,2.53,2.54,5.55,1.49
5053,przyszło,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0
5054,pokazać,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0
5055,każdy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0
5056,dobry,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.6,1.45,0.0,1.05,1.5,1.03,1.67,0.0,5.58,0.0
5057,ja,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,4.48,6.35,3.63,3.68,4.49,6.33,6.12,6.35,3.23
5058,dawać,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0
5059,nasz,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,5.36,0.0
5060,pod ,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.71,3.01,3.23,3.04,2.96,3.19,3.06,3.46,6.11,2.21
5061,nazwa,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0
5062,bardzo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.0,0.0,0.0,0.0,0.0,1.04,0.0,6.29,0.0
5063,poprzez,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,0.0
5064,tylko,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.0,0.0,1.05,0.0,0.0,1.4,0.0,6.47,0.0
5065,formularz,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.0
5066,wyrok,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0
5067,świetnie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.0
5068,myśleć,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0
5069,mówić,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.0
5070,wsparcie,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0
5071,niski,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.0
5072,linia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.72,3.16,1.38,0.0,0.0,0.0,0.0,4.49,0.0
5073,różnić się,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0
5074,przyczyna,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0
5075,dużo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68,0.0
5076,oznaczać,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,0.0
5077,zanim,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21,0.0
5078,ruszaj się,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
5079,prawo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1.17,0.0,0.0,1.07,0.0,1.42,1.22,5.55,1.18
5080,chłopak,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0
5081,stary,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.87,1.08,0.0,1.48,1.38,0.0,1.9,0.0,4.96,0.0
5082,także,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,0.0
5083,to samo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,2.28,1.68,2.83,2.09,2.26,2.25,1.69,5.5,1.51
5084,ona,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,2.9,4.12,2.75,2.58,2.52,2.34,1.92,5.67,1.9
5085,wszystko,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.19,0.0,0.0,1.15,0.0,0.0,1.1,0.0,6.02,0.0
5086,tam,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.28,3.37,3.13,3.56,3.39,3.7,3.12,3.35,6.07,2.02
5087,gdy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.28,0.0,0.0,0.0,0.0,0.0,1.19,0.0,6.06,1.26
5088,w górę,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0
5089,posługiwać się,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0
5090,twój,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0
5091,droga,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,4.38,4.02,4.68,1.1,4.58,1.31,2.98,5.02,0.0
5092,o,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,6.51,6.47,6.48,5.01,7.47,5.21,5.47,6.91,4.56
5093,wiele,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.32,0.0,0.0,1.01,1.45,0.0,1.96,0.0,5.78,0.0
5094,następnie,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0
5095,ich,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.22,2.88,2.51,3.02,3.09,3.02,7.08,3.35,6.25,3.12
5096,pisać,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0
5097,zrobiłbym,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0
5098,tak jak,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,2.39,1.59,2.15,2.15,2.05,2.49,3.03,6.48,1.63
5099,więc,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07,0.0
5100,te,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.07,6.52,5.56,5.87,5.96,6.19,4.01,4.66,6.07,3.48
5101,ją,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0
5102,długie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0
5103,robić,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0
5104,rzecz,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0
5105,widzieć,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0
5106,jego,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.42,1.13,1.43,1.93,0.0,1.7,1.09,6.27,1.62
5107,dwa,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,1.1,0.0,1.32,1.69,1.44,2.29,1.01,5.72,2.23
5108,ma,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,4.44,4.75,6.73,6.0,4.41,4.68,4.2,6.47,3.6
5109,wyglądać,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0
5110,jeszcze,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.22,0.0,0.0,1.01,0.0,0.0,1.19,0.0,6.2,0.0
5111,dzień,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0.0,0.0,0.0,1.14,0.0,0.0,0.0,5.75,0.0
5112,mógłby,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,0.0
5113,iść,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21,0.0
5114,chodź,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0
5115,numer,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.65,1.62,0.0,2.3,1.04,1.16,1.59,3.77,5.02,0.0
5116,dźwięk,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0
5117,nie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.91,2.94,2.5,2.8,3.88,2.6,5.67,2.39,7.37,2.4
5118,bardzo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.0,0.0,0.0,0.0,0.0,1.04,0.0,6.29,0.0
5119,ludzie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
5120,mój,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.2,0.0,0.0,1.01,0.0,0.0,0.0,5.72,0.0
5121,koniec,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,5.47,0.0
5122,wiedzieć,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.0
5123,woda,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.09,0.0,0.0,1.05,0.0,0.0,1.47,0.0,4.82,0.0
5124,niż,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0
5125,połączenie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0
5126,pierwszy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66,0.0
5127,kto,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,1.51,1.17,1.8,2.2,1.27,2.17,1.24,5.92,1.81
5128,może,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,0.0
5129,na dół,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0
5130,bok,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,2.73,1.52,2.39,2.49,2.82,2.79,5.03,4.22,1.52
5131,został,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.78,0.0
5132,teraz,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.08,0.0,1.1,0.0,0.0,1.04,0.0,6.13,1.23
5133,odnaleźć,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0
5134,głowa,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0
5135,własny,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0
5136,strona,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.0,0.0,2.05,0.0,1.33,1.32,1.13,5.31,0.0
5137,powinien,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37,0.0
5138,kraj,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,1.14,1.55,2.52,1.22,1.11,1.7,1.61,5.15,0.0
5139,znaleziony,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0
5140,odpowiadać,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0
5141,szkoła,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0
5142,rosnąć,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0
5143,nauka,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.98,1.09,0.0,1.25,1.53,0.0,1.84,0.0,4.66,2.23
5144,nadal,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3.35,3.62,4.91,3.24,3.49,3.35,3.13,2.95,5.57,1.18
5145,uczyć się,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0
5146,zakład,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0
5147,pokrywa,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0
5148,jedzenie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0
5149,słońce,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0
5150,cztery,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0
5151,pomiędzy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0
5152,państwo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0
5153,trzymać,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0
5154,oko,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2.05,2.06,1.7,2.01,1.77,2.15,1.58,4.68,1.42
5155,nigdy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,0.0
5156,ostatni,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15,0.0
5157,wynajmować,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0
5158,myśl,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,0.0
5159,miasto,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0.0,1.13,1.29,1.04,0.0,1.25,1.01,5.24,0.0
5160,drzewo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0
5161,krzyż,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0
5162,gospodarstwo rolne,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0
5163,ciężko,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,0.0
5164,początek,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0
